date,IT Dep.,CostElement,Country,Budget
19-12-2020,Manufacturing,Training,France,40379
17-01-2020,Manufacturing,Training,Ireland,37196
12-02-2020,Manufacturing,Training,Ireland,27698
20-03-2020,Manufacturing,Training,Ireland,8059
27-04-2020,Manufacturing,Training,Ireland,25220
05-05-2020,Manufacturing,Training,Ireland,35300
13-06-2020,Manufacturing,Training,Ireland,37031
10-07-2020,Manufacturing,Training,Ireland,38661
01-08-2020,Manufacturing,Training,Ireland,37139
06-09-2020,Manufacturing,Training,Ireland,16304
09-10-2020,Manufacturing,Training,Ireland,17689
18-11-2020,Manufacturing,Training,Ireland,7551
07-12-2020,Manufacturing,Training,Ireland,26599
26-06-2020,Manufacturing,Training,Mexico,2800
07-08-2020,Manufacturing,Training,Mexico,32821
15-01-2020,Manufacturing,Training,Puerto Rico,5511
04-02-2020,Manufacturing,Training,Puerto Rico,26903
16-03-2020,Manufacturing,Training,Puerto Rico,20094
26-04-2020,Manufacturing,Training,Puerto Rico,25279
22-05-2020,Manufacturing,Training,Puerto Rico,12330
07-06-2020,Manufacturing,Training,Puerto Rico,18686
12-07-2020,Manufacturing,Training,Puerto Rico,19104
02-08-2020,Manufacturing,Training,Puerto Rico,11554
22-09-2020,Manufacturing,Training,Puerto Rico,17938
10-10-2020,Manufacturing,Training,Puerto Rico,37734
20-11-2020,Manufacturing,Training,Puerto Rico,33526
24-12-2020,Manufacturing,Training,Puerto Rico,31847
01-01-2020,Manufacturing,Training,Spain,15254
14-02-2020,Manufacturing,Training,Spain,27195
13-03-2020,Manufacturing,Training,Spain,37570
19-04-2020,Manufacturing,Training,Spain,21670
21-05-2020,Manufacturing,Training,Spain,14475
06-06-2020,Manufacturing,Training,Spain,9826
02-07-2020,Manufacturing,Training,Spain,34010
25-08-2020,Manufacturing,Training,Spain,9856
09-09-2020,Manufacturing,Training,Spain,32659
09-10-2020,Manufacturing,Training,Spain,243
16-11-2020,Manufacturing,Training,Spain,2645
13-12-2020,Manufacturing,Training,Spain,28956
12-01-2020,Manufacturing,Training,United Kingdom,14846
14-02-2020,Manufacturing,Training,United Kingdom,1942
12-03-2020,Manufacturing,Training,United Kingdom,19717
11-04-2020,Manufacturing,Training,United Kingdom,20553
01-05-2020,Manufacturing,Training,United Kingdom,12554
20-06-2020,Manufacturing,Training,United Kingdom,37893
07-07-2020,Manufacturing,Training,United Kingdom,17241
10-08-2020,Manufacturing,Training,United Kingdom,14288
21-09-2020,Manufacturing,Training,United Kingdom,13842
26-10-2020,Manufacturing,Training,United Kingdom,9910
25-11-2020,Manufacturing,Training,United Kingdom,28612
23-12-2020,Manufacturing,Training,United Kingdom,39371
03-01-2020,Manufacturing,Training,USA,"29,920"
24-02-2020,Manufacturing,Training,USA,"18,831"
16-03-2020,Manufacturing,Training,USA,"15,344"
07-04-2020,Manufacturing,Training,USA,"44,096"
23-05-2020,Manufacturing,Training,USA,"21,221"
05-06-2020,Manufacturing,Training,USA,"22,085"
10-07-2020,Manufacturing,Training,USA,"29,768"
18-08-2020,Manufacturing,Training,USA,"37,905"
02-09-2020,Manufacturing,Training,USA,"11,829"
05-10-2020,Manufacturing,Training,USA,"32,348"
23-11-2020,Manufacturing,Training,USA,"18,583"
15-12-2020,Manufacturing,Training,USA,"43,671"
10-01-2020,Manufacturing,Travel,Brazil,23695
24-02-2020,Manufacturing,Travel,Brazil,6585
23-03-2020,Manufacturing,Travel,Brazil,4218
03-04-2020,Manufacturing,Travel,Brazil,22961
20-05-2020,Manufacturing,Travel,Brazil,34181
10-06-2020,Manufacturing,Travel,Brazil,31887
18-07-2020,Manufacturing,Travel,Brazil,12243
18-08-2020,Manufacturing,Travel,Brazil,3664
07-09-2020,Manufacturing,Travel,Brazil,22753
09-10-2020,Manufacturing,Travel,Brazil,22517
16-11-2020,Manufacturing,Travel,Brazil,39083
20-12-2020,Manufacturing,Travel,Brazil,769
20-01-2020,Manufacturing,Travel,France,"26,843"
11-02-2020,Manufacturing,Travel,France,"13,539"
09-03-2020,Manufacturing,Travel,France,"36,863"
08-04-2020,Manufacturing,Travel,France,"38,123"
04-05-2020,Manufacturing,Travel,France,"26,494"
17-06-2020,Manufacturing,Travel,France,"12,907"
26-07-2020,Manufacturing,Travel,France,"36,380"
07-08-2020,Manufacturing,Travel,France,"39,768"
28-09-2020,Manufacturing,Travel,France,"37,886"
02-10-2020,Manufacturing,Travel,France,"6,487"
09-11-2020,Manufacturing,Travel,France,"7,859"
08-12-2020,Manufacturing,Travel,France,"24,614"
12-01-2020,Manufacturing,Travel,Germany,31358
28-02-2020,Manufacturing,Travel,Germany,36206
28-03-2020,Manufacturing,Travel,Germany,12718
01-04-2020,Manufacturing,Travel,Germany,24769
04-05-2020,Manufacturing,Travel,Germany,4508
05-06-2020,Manufacturing,Travel,Germany,37390
03-07-2020,Manufacturing,Travel,Germany,4535
03-08-2020,Manufacturing,Travel,Germany,24289
09-09-2020,Manufacturing,Travel,Germany,20092
11-10-2020,Manufacturing,Travel,Germany,9038
18-11-2020,Manufacturing,Travel,Germany,22778
03-12-2020,Manufacturing,Travel,Germany,39243
10-01-2020,Manufacturing,Travel,Ireland,27847
23-02-2020,Manufacturing,Travel,Ireland,27277
18-03-2020,Manufacturing,Travel,Ireland,11606
01-04-2020,Manufacturing,Travel,Ireland,8785
04-05-2020,Manufacturing,Travel,Ireland,21222
06-06-2020,Manufacturing,Travel,Ireland,39717
03-07-2020,Manufacturing,Travel,Ireland,37743
06-08-2020,Manufacturing,Travel,Ireland,35580
10-09-2020,Manufacturing,Travel,Ireland,31991
02-10-2020,Manufacturing,Travel,Ireland,6153
01-11-2020,Manufacturing,Travel,Ireland,34558
26-12-2020,Manufacturing,Travel,Ireland,2508
11-01-2020,Manufacturing,Travel,Italy,10256
06-02-2020,Manufacturing,Travel,Italy,18560
17-03-2020,Manufacturing,Travel,Italy,17800
02-04-2020,Manufacturing,Travel,Italy,"32,686"
20-05-2020,Manufacturing,Travel,Italy,"27,766"
25-06-2020,Manufacturing,Travel,Italy,9483
17-07-2020,Manufacturing,Travel,Italy,"21,830"
21-08-2020,Manufacturing,Travel,Italy,"18,688"
07-09-2020,Manufacturing,Travel,Italy,"25,359"
18-10-2020,Manufacturing,Travel,Italy,"26,194"
01-11-2020,Manufacturing,Travel,Italy,"18,240"
22-12-2020,Manufacturing,Travel,Italy,"20,491"
25-03-2020,Manufacturing,Travel,Mexico,33655
19-06-2020,Manufacturing,Travel,Mexico,2199
12-01-2020,Manufacturing,Travel,Puerto Rico,"33,626"
26-02-2020,Manufacturing,Travel,Puerto Rico,"4,474"
07-03-2020,Manufacturing,Travel,Puerto Rico,"20,050"
06-04-2020,Manufacturing,Travel,Puerto Rico,"38,074"
17-05-2020,Manufacturing,Travel,Puerto Rico,"5,983"
21-06-2020,Manufacturing,Travel,Puerto Rico,"9,890"
04-07-2020,Manufacturing,Travel,Puerto Rico,"32,052"
28-08-2020,Manufacturing,Travel,Puerto Rico,"7,137"
17-09-2020,Manufacturing,Travel,Puerto Rico,"25,896"
28-10-2020,Manufacturing,Travel,Puerto Rico,"17,010"
26-11-2020,Manufacturing,Travel,Puerto Rico,"32,721"
12-12-2020,Manufacturing,Travel,Puerto Rico,"6,362"
11-01-2020,Manufacturing,Travel,Spain,1615
23-02-2020,Manufacturing,Travel,Spain,21841
17-03-2020,Manufacturing,Travel,Spain,21762
25-04-2020,Manufacturing,Travel,Spain,1873
16-05-2020,Manufacturing,Travel,Spain,39638
07-06-2020,Manufacturing,Travel,Spain,27227
26-07-2020,Manufacturing,Travel,Spain,36608
09-08-2020,Manufacturing,Travel,Spain,24438
22-09-2020,Manufacturing,Travel,Spain,15916
14-10-2020,Manufacturing,Travel,Spain,8973
02-11-2020,Manufacturing,Travel,Spain,13210
25-12-2020,Manufacturing,Travel,Spain,7600
26-01-2020,Manufacturing,Travel,United Kingdom,"20,651"
27-02-2020,Manufacturing,Travel,United Kingdom,"3,516"
07-03-2020,Manufacturing,Travel,United Kingdom,"11,886"
22-04-2020,Manufacturing,Travel,United Kingdom,"25,233"
12-05-2020,Manufacturing,Travel,United Kingdom,"23,060"
18-06-2020,Manufacturing,Travel,United Kingdom,"16,212"
25-07-2020,Manufacturing,Travel,United Kingdom,"21,832"
02-08-2020,Manufacturing,Travel,United Kingdom,"35,179"
26-09-2020,Manufacturing,Travel,United Kingdom,"13,086"
09-10-2020,Manufacturing,Travel,United Kingdom,"26,348"
12-11-2020,Manufacturing,Travel,United Kingdom,"22,784"
27-12-2020,Manufacturing,Travel,United Kingdom,"3,316"
22-01-2020,Manufacturing,Travel,USA,"14,414"
12-02-2020,Manufacturing,Travel,USA,"42,682"
28-03-2020,Manufacturing,Travel,USA,"40,333"
22-04-2020,Manufacturing,Travel,USA,"38,596"
28-05-2020,Manufacturing,Travel,USA,"11,526"
11-06-2020,Manufacturing,Travel,USA,"19,283"
27-07-2020,Manufacturing,Travel,USA,"29,174"
05-08-2020,Manufacturing,Travel,USA,"38,358"
24-09-2020,Manufacturing,Travel,USA,"11,327"
16-10-2020,Manufacturing,Travel,USA,"27,560"
09-11-2020,Manufacturing,Travel,USA,"42,736"
22-12-2020,Manufacturing,Travel,USA,"10,744"
14-01-2020,Manufacturing,Vehicles,Spain,30658
14-02-2020,Manufacturing,Vehicles,Spain,34052
25-03-2020,Manufacturing,Vehicles,Spain,15038
11-04-2020,Manufacturing,Vehicles,Spain,39095
21-05-2020,Manufacturing,Vehicles,Spain,7077
26-06-2020,Manufacturing,Vehicles,Spain,26212
17-07-2020,Manufacturing,Vehicles,Spain,13992
23-08-2020,Manufacturing,Vehicles,Spain,36813
20-09-2020,Manufacturing,Vehicles,Spain,23543
09-10-2020,Manufacturing,Vehicles,Spain,33493
06-11-2020,Manufacturing,Vehicles,Spain,20182
03-12-2020,Manufacturing,Vehicles,Spain,33659
28-01-2020,Mobility,Depreciation,USA,"37,791"
20-02-2020,Mobility,Depreciation,USA,"21,863"
06-03-2020,Mobility,Depreciation,USA,"8,724"
12-04-2020,Mobility,Depreciation,USA,"25,659"
21-05-2020,Mobility,Depreciation,USA,"21,458"
13-06-2020,Mobility,Depreciation,USA,"38,167"
12-07-2020,Mobility,Depreciation,USA,"30,775"
04-08-2020,Mobility,Depreciation,USA,"19,087"
12-09-2020,Mobility,Depreciation,USA,"21,766"
24-10-2020,Mobility,Depreciation,USA,"2,438"
11-11-2020,Mobility,Depreciation,USA,"26,623"
03-12-2020,Mobility,Depreciation,USA,21608
10-01-2020,Mobility,External Labor,USA,"60,797"
27-02-2020,Mobility,External Labor,USA,"71,786"
11-03-2020,Mobility,External Labor,USA,"2,52,568"
19-04-2020,Mobility,External Labor,USA,"1,99,720"
07-05-2020,Mobility,External Labor,USA,"1,92,628"
21-06-2020,Mobility,External Labor,USA,"2,10,227"
05-07-2020,Mobility,External Labor,USA,"1,88,335"
15-08-2020,Mobility,External Labor,USA,"2,20,910"
18-09-2020,Mobility,External Labor,USA,"1,97,702"
04-10-2020,Mobility,External Labor,USA,"2,05,535"
05-11-2020,Mobility,External Labor,USA,"1,99,738"
04-12-2020,Mobility,External Labor,USA,"1,93,441"
24-01-2020,Mobility,Hardware,USA,2961
09-02-2020,Mobility,Hardware,USA,23448
26-03-2020,Mobility,Hardware,USA,20189
20-04-2020,Mobility,Hardware,USA,38615
24-05-2020,Mobility,Hardware,USA,10146
06-06-2020,Mobility,Hardware,USA,28734
23-07-2020,Mobility,Hardware,USA,11037
14-08-2020,Mobility,Hardware,USA,4767
16-09-2020,Mobility,Hardware,USA,16671
28-10-2020,Mobility,Hardware,USA,25920
02-11-2020,Mobility,Hardware,USA,32596
13-12-2020,Mobility,Hardware,USA,22993
26-03-2020,Mobility,Hardware Maintenance,USA,23807
07-06-2020,Mobility,Hardware Maintenance,USA,32803
15-09-2020,Mobility,Hardware Maintenance,USA,13183
17-12-2020,Mobility,Hardware Maintenance,USA,35902
21-01-2020,Mobility,Outbound Allocations,United Kingdom,"30,727"
11-02-2020,Mobility,Outbound Allocations,United Kingdom,"16,905"
16-03-2020,Mobility,Outbound Allocations,United Kingdom,"32,647"
07-04-2020,Mobility,Outbound Allocations,United Kingdom,"20,119"
04-05-2020,Mobility,Outbound Allocations,United Kingdom,"19,235"
05-06-2020,Mobility,Outbound Allocations,United Kingdom,"21,500"
02-07-2020,Mobility,Outbound Allocations,United Kingdom,"14,056"
04-08-2020,Mobility,Outbound Allocations,United Kingdom,"29,020"
26-09-2020,Mobility,Outbound Allocations,United Kingdom,"26,560"
15-10-2020,Mobility,Outbound Allocations,United Kingdom,"20,271"
20-11-2020,Mobility,Outbound Allocations,United Kingdom,"21,027"
13-12-2020,Mobility,Outbound Allocations,United Kingdom,"29,284"
27-01-2020,Mobility,Software,USA,"18,740"
23-02-2020,Mobility,Software,USA,"21,442"
27-03-2020,Mobility,Software,USA,"22,102"
19-04-2020,Mobility,Software,USA,"3,435"
10-05-2020,Mobility,Software,USA,"8,616"
19-06-2020,Mobility,Software,USA,"8,740"
22-07-2020,Mobility,Software,USA,"10,971"
26-08-2020,Mobility,Software,USA,"33,201"
20-09-2020,Mobility,Software,USA,"42,698"
14-10-2020,Mobility,Software,USA,"33,424"
01-11-2020,Mobility,Software,USA,"35,016"
27-12-2020,Mobility,Software,USA,"15,897"
06-01-2020,Mobility,Software Maintenance,USA,"30,829"
26-02-2020,Mobility,Software Maintenance,USA,"38,978"
20-03-2020,Mobility,Software Maintenance,USA,"57,009"
07-04-2020,Mobility,Software Maintenance,USA,"37,750"
26-05-2020,Mobility,Software Maintenance,USA,"61,554"
17-06-2020,Mobility,Software Maintenance,USA,"59,144"
16-07-2020,Mobility,Software Maintenance,USA,"60,421"
18-08-2020,Mobility,Software Maintenance,USA,"49,172"
20-09-2020,Mobility,Software Maintenance,USA,"74,794"
09-10-2020,Mobility,Software Maintenance,USA,"53,658"
05-11-2020,Mobility,Software Maintenance,USA,"30,361"
14-12-2020,Mobility,Software Maintenance,USA,"65,562"
10-01-2020,Mobility,Supplies,USA,35246
07-02-2020,Mobility,Supplies,USA,21210
10-03-2020,Mobility,Supplies,USA,35730
23-04-2020,Mobility,Supplies,USA,9324
12-05-2020,Mobility,Supplies,USA,39152
11-06-2020,Mobility,Supplies,USA,19000
20-07-2020,Mobility,Supplies,USA,31518
20-08-2020,Mobility,Supplies,USA,30953
02-09-2020,Mobility,Supplies,USA,27535
05-10-2020,Mobility,Supplies,USA,4347
02-11-2020,Mobility,Supplies,USA,20366
24-12-2020,Mobility,Supplies,USA,5700
03-01-2020,Mobility,Taxes,USA,18557
17-02-2020,Mobility,Taxes,USA,10441
16-03-2020,Mobility,Taxes,USA,23875
07-04-2020,Mobility,Taxes,USA,5159
24-05-2020,Mobility,Taxes,USA,32765
17-06-2020,Mobility,Taxes,USA,12086
17-07-2020,Mobility,Taxes,USA,13939
20-08-2020,Mobility,Taxes,USA,5833
19-09-2020,Mobility,Taxes,USA,7442
18-10-2020,Mobility,Taxes,USA,37620
11-11-2020,Mobility,Taxes,USA,31947
19-12-2020,Mobility,Taxes,USA,2206
22-01-2020,Mobility,Telecomm,USA,"18,845"
07-02-2020,Mobility,Telecomm,USA,"37,561"
24-03-2020,Mobility,Telecomm,USA,"8,974"
22-04-2020,Mobility,Telecomm,USA,"1,892"
06-05-2020,Mobility,Telecomm,USA,"23,227"
25-06-2020,Mobility,Telecomm,USA,"33,439"
03-07-2020,Mobility,Telecomm,USA,"2,827"
02-08-2020,Mobility,Telecomm,USA,"17,301"
20-09-2020,Mobility,Telecomm,USA,"9,247"
26-10-2020,Mobility,Telecomm,USA,"26,825"
06-11-2020,Mobility,Telecomm,USA,"37,178"
16-12-2020,Mobility,Telecomm,USA,"22,523"
07-03-2020,Mobility,Training,USA,23871
05-06-2020,Mobility,Training,USA,27862
07-09-2020,Mobility,Training,USA,11381
12-12-2020,Mobility,Training,USA,3158
18-01-2020,Mobility,Travel,USA,3009
23-02-2020,Mobility,Travel,USA,32403
23-03-2020,Mobility,Travel,USA,14640
27-04-2020,Mobility,Travel,USA,16629
23-05-2020,Mobility,Travel,USA,17800
01-06-2020,Mobility,Travel,USA,38083
09-07-2020,Mobility,Travel,USA,7280
11-08-2020,Mobility,Travel,USA,27422
27-09-2020,Mobility,Travel,USA,19815
01-10-2020,Mobility,Travel,USA,5287
20-11-2020,Mobility,Travel,USA,16881
07-12-2020,Mobility,Travel,USA,4401
04-01-2020,Networking,Administrative,USA,"-2,82,993"
11-02-2020,Networking,Administrative,USA,"-2,91,312"
15-03-2020,Networking,Administrative,USA,"-3,05,664"
22-04-2020,Networking,Administrative,USA,"-2,96,913"
02-05-2020,Networking,Administrative,USA,"-2,93,558"
14-06-2020,Networking,Administrative,USA,"-3,07,780"
28-07-2020,Networking,Administrative,USA,"-2,86,413"
01-08-2020,Networking,Administrative,USA,"-2,92,021"
10-09-2020,Networking,Administrative,USA,"-2,79,280"
10-10-2020,Networking,Administrative,USA,"-2,84,424"
08-11-2020,Networking,Administrative,USA,"-2,79,461"
02-12-2020,Networking,Administrative,USA,"-3,02,879"
09-01-2020,Networking,Amortization,USA,"7,067"
27-02-2020,Networking,Amortization,USA,"12,736"
28-03-2020,Networking,Amortization,USA,"36,977"
22-04-2020,Networking,Amortization,USA,"34,372"
07-05-2020,Networking,Amortization,USA,"34,289"
06-06-2020,Networking,Amortization,USA,"2,928"
01-07-2020,Networking,Amortization,USA,"20,511"
11-08-2020,Networking,Amortization,USA,"28,653"
15-09-2020,Networking,Amortization,USA,33245
04-10-2020,Networking,Amortization,USA,22009
11-11-2020,Networking,Amortization,USA,21906
09-12-2020,Networking,Amortization,USA,7095
10-01-2020,Networking,Depreciation,Canada,29804
06-02-2020,Networking,Depreciation,Canada,34555
07-03-2020,Networking,Depreciation,Canada,23883
27-04-2020,Networking,Depreciation,Canada,31169
19-05-2020,Networking,Depreciation,Canada,23551
28-06-2020,Networking,Depreciation,Canada,26492
25-07-2020,Networking,Depreciation,Canada,22963
12-08-2020,Networking,Depreciation,Canada,32294
09-09-2020,Networking,Depreciation,Canada,38560
24-10-2020,Networking,Depreciation,Canada,572
14-11-2020,Networking,Depreciation,Canada,40300
11-12-2020,Networking,Depreciation,Canada,19803
02-01-2020,Networking,Depreciation,Mexico,9280
26-02-2020,Networking,Depreciation,Mexico,22094
08-03-2020,Networking,Depreciation,Mexico,18061
24-04-2020,Networking,Depreciation,Mexico,31237
05-05-2020,Networking,Depreciation,Mexico,25421
19-06-2020,Networking,Depreciation,Mexico,26429
06-07-2020,Networking,Depreciation,Mexico,4753
22-08-2020,Networking,Depreciation,Mexico,16381
18-09-2020,Networking,Depreciation,Mexico,5643
26-10-2020,Networking,Depreciation,Mexico,17934
21-11-2020,Networking,Depreciation,Mexico,13876
20-12-2020,Networking,Depreciation,Mexico,19750
19-01-2020,Networking,Depreciation,USA,"73,964"
04-02-2020,Networking,Depreciation,USA,"63,402"
11-03-2020,Networking,Depreciation,USA,"60,199"
28-04-2020,Networking,Depreciation,USA,"72,890"
02-05-2020,Networking,Depreciation,USA,"70,058"
20-06-2020,Networking,Depreciation,USA,"56,407"
22-07-2020,Networking,Depreciation,USA,"66,831"
26-08-2020,Networking,Depreciation,USA,"72,707"
28-09-2020,Networking,Depreciation,USA,"85,406"
23-10-2020,Networking,Depreciation,USA,"80,476"
16-11-2020,Networking,Depreciation,USA,"52,902"
02-12-2020,Networking,Depreciation,USA,"86,021"
21-01-2020,Networking,Employee Performance,USA,29759
09-02-2020,Networking,Employee Performance,USA,33299
18-03-2020,Networking,Employee Performance,USA,1403
07-04-2020,Networking,Employee Performance,USA,9671
01-05-2020,Networking,Employee Performance,USA,8506
23-06-2020,Networking,Employee Performance,USA,33667
21-07-2020,Networking,Employee Performance,USA,39762
01-08-2020,Networking,Employee Performance,USA,2704
19-09-2020,Networking,Employee Performance,USA,19878
14-10-2020,Networking,Employee Performance,USA,2098
26-11-2020,Networking,Employee Performance,USA,7945
09-12-2020,Networking,Employee Performance,USA,26263
07-03-2020,Networking,External Labor,Germany,"8,187"
11-04-2020,Networking,External Labor,Germany,"18,694"
01-05-2020,Networking,External Labor,Germany,"19,948"
16-06-2020,Networking,External Labor,Germany,"22,660"
05-07-2020,Networking,External Labor,Germany,"28,632"
27-08-2020,Networking,External Labor,Germany,"11,532"
14-09-2020,Networking,External Labor,Germany,"10,079"
15-10-2020,Networking,External Labor,Germany,"23,691"
14-11-2020,Networking,External Labor,Germany,"10,896"
07-12-2020,Networking,External Labor,Germany,"13,131"
27-01-2020,Networking,External Labor,Mexico,"42,043"
11-02-2020,Networking,External Labor,Mexico,"49,440"
20-03-2020,Networking,External Labor,Mexico,"27,871"
19-04-2020,Networking,External Labor,Mexico,"35,527"
13-05-2020,Networking,External Labor,Mexico,"51,438"
16-06-2020,Networking,External Labor,Mexico,"22,828"
22-07-2020,Networking,External Labor,Mexico,"30,970"
